date,sku,manufacturer,name,salesRankShortTerm,salesRankMediumTerm,salesRankLongTerm,bestSellingRank,customerReviewAverage,customerReviewCount,image,url
2017_09_07,5773800,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",505.0,298.0,344,333,4.7,629.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773800_sa.jpg,https://api.bestbuy.com/click/-/5773800/pdp
2017_09_07,5634400,Westinghouse,"Westinghouse - 24"" Class (23.6"" Diag.) - LED - 720p - Smart - HDTV",523.0,422.0,446,434,4.2,294.0,https://img.bbystatic.com/BestBuy_US/images/products/5634/5634400_sa.jpg,https://api.bestbuy.com/click/-/5634400/pdp
2017_09_07,5748207,Sony,"Sony - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",529.0,263.0,318,301,4.8,813.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748207_sa.jpg,https://api.bestbuy.com/click/-/5748207/pdp
2017_09_07,5748209,Sony,"Sony - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",548.0,379.0,506,452,4.7,514.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748209_sa.jpg,https://api.bestbuy.com/click/-/5748209/pdp
2017_09_07,5930900,LG,"LG - 60"" Class (59.9"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",582.0,948.0,1316,1095,4.5,57.0,https://img.bbystatic.com/BestBuy_US/images/products/5930/5930900_sa.jpg,https://api.bestbuy.com/click/-/5930900/pdp
2017_09_07,4863102,Sharp,"Sharp - 50"" Class (49.5"" Diag.) - LED - 1080p - Smart - HDTV Roku TV",611.0,578.0,415,478,4.6,2981.0,https://img.bbystatic.com/BestBuy_US/images/products/4863/4863102_sa.jpg,https://api.bestbuy.com/click/-/4863102/pdp
2017_09_07,5748208,Sony,"Sony - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",655.0,327.0,419,385,4.8,243.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748208_sa.jpg,https://api.bestbuy.com/click/-/5748208/pdp
2017_09_07,5768401,Samsung,"Samsung - 40"" Class (39.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",664.0,553.0,560,562,4.7,552.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768401_sa.jpg,https://api.bestbuy.com/click/-/5768401/pdp
2017_09_07,5746700,Sharp,"Sharp - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - HDTV Roku TV",682.0,461.0,418,439,4.3,58.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746700_sa.jpg,https://api.bestbuy.com/click/-/5746700/pdp
2017_09_07,5733205,Toshiba,"Toshiba - 43"" Class (42.5"" Diag.) - LED - 1080p - with Chromecast Built-in - HDTV",700.0,292.0,185,242,4.7,23.0,https://img.bbystatic.com/BestBuy_US/images/products/5733/5733205_sa.jpg,https://api.bestbuy.com/click/-/5733205/pdp
2017_09_07,5679628,Insignia™,"Insignia™ - 55"" Class (54.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",750.0,509.0,546,547,4.7,82.0,https://img.bbystatic.com/BestBuy_US/images/products/5679/5679628_sa.jpg,https://api.bestbuy.com/click/-/5679628/pdp
2017_09_07,5684501,Insignia™,"Insignia™ - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",761.0,266.0,267,277,4.4,188.0,https://img.bbystatic.com/BestBuy_US/images/products/5684/5684501_sa.jpg,https://api.bestbuy.com/click/-/5684501/pdp
2017_09_07,5754805,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",784.0,498.0,564,551,4.7,284.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754805_sa.jpg,https://api.bestbuy.com/click/-/5754805/pdp
2017_09_07,5768700,Samsung,"Samsung - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",835.0,539.0,604,593,4.6,119.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768700_sa.jpg,https://api.bestbuy.com/click/-/5768700/pdp
2017_09_07,5746801,Sharp,"Sharp - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",842.0,567.0,688,643,4.7,7.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746801_sa.jpg,https://api.bestbuy.com/click/-/5746801/pdp
2017_09_07,5746805,Sharp,"Sharp - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",914.0,647.0,762,722,5.0,3.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746805_sa.jpg,https://api.bestbuy.com/click/-/5746805/pdp
2017_09_07,5748203,Sony,"Sony - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",919.0,677.0,784,745,4.7,300.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748203_sa.jpg,https://api.bestbuy.com/click/-/5748203/pdp
2017_09_07,5678701,Insignia™,"Insignia™ - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",1005.0,423.0,286,339,4.5,229.0,https://img.bbystatic.com/BestBuy_US/images/products/5678/5678701_sa.jpg,https://api.bestbuy.com/click/-/5678701/pdp
2017_09_07,5878705,TCL,"TCL - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range Roku TV",1013.0,1009.0,701,813,4.6,126.0,https://img.bbystatic.com/BestBuy_US/images/products/5878/5878705_sa.jpg,https://api.bestbuy.com/click/-/5878705/pdp
2017_09_07,5748206,Sony,"Sony - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1019.0,648.0,725,703,4.7,421.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748206_sa.jpg,https://api.bestbuy.com/click/-/5748206/pdp
2017_09_07,5878701,TCL,"TCL - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",1059.0,737.0,618,681,4.7,76.0,https://img.bbystatic.com/BestBuy_US/images/products/5878/5878701_sa.jpg,https://api.bestbuy.com/click/-/5878701/pdp
2017_09_07,5400401,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1096.0,810.0,606,695,4.7,980.0,https://img.bbystatic.com/BestBuy_US/images/products/5400/5400401_sa.jpg,https://api.bestbuy.com/click/-/5400401/pdp
2017_09_07,4982500,Hisense,"Hisense - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1104.0,689.0,963,849,4.6,1112.0,https://img.bbystatic.com/BestBuy_US/images/products/4982/4982500_sa.jpg,https://api.bestbuy.com/click/-/4982500/pdp
2017_09_07,5762810,VIZIO,"VIZIO - 39"" Class (38.5"" Diag.) - LED - 1080p - Smart - HDTV",1165.0,886.0,901,917,4.6,60.0,https://img.bbystatic.com/BestBuy_US/images/products/5762/5762810_sa.jpg,https://api.bestbuy.com/click/-/5762810/pdp
2017_09_07,5871004,Samsung,"Samsung - 28"" Class (27.5"" Diag.) - LED - 720p - Smart - HDTV",1182.0,890.0,1006,979,5.0,2.0,https://img.bbystatic.com/BestBuy_US/images/products/5871/5871004_sa.jpg,https://api.bestbuy.com/click/-/5871004/pdp
2017_09_07,5754306,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1232.0,776.0,950,901,4.7,217.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754306_sa.jpg,https://api.bestbuy.com/click/-/5754306/pdp
2017_09_07,5897427,Hisense,"Hisense - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1250.0,1120.0,853,977,4.6,103.0,https://img.bbystatic.com/BestBuy_US/images/products/5897/5897427_sa.jpg,https://api.bestbuy.com/click/-/5897427/pdp
2017_09_07,5754303,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED Curved - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1314.0,1038.0,1206,1156,4.7,162.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754303_sa.jpg,https://api.bestbuy.com/click/-/5754303/pdp
2017_09_07,5871011,Samsung,"Samsung - 32"" Class (31.5"" Diag.) - LED - 1080p - Smart - HDTV",1317.0,873.0,863,899,4.0,6.0,https://img.bbystatic.com/BestBuy_US/images/products/5871/5871011_sa.jpg,https://api.bestbuy.com/click/-/5871011/pdp
2017_09_07,5792903,LG,"LG - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1329.0,1171.0,1111,1158,4.8,29.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792903_sa.jpg,https://api.bestbuy.com/click/-/5792903/pdp
2017_09_07,5871001,Samsung,"Samsung - 24"" Class (23.5"" Diag.) - LED - 720p - Smart - HDTV",1342.0,1032.0,1151,1124,,,https://img.bbystatic.com/BestBuy_US/images/products/5871/5871001_sa.jpg,https://api.bestbuy.com/click/-/5871001/pdp
2017_09_07,7068146,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - 1080p - Smart - HDTV",1353.0,797.0,630,720,4.6,3295.0,https://img.bbystatic.com/BestBuy_US/images/products/7068/7068146_sa.jpg,https://api.bestbuy.com/click/-/7068146/pdp
2017_09_07,5712448,Insignia™,"Insignia™ - 24"" Class (23.6"" Diag.) - LED - 720p - Smart - HDTV Roku TV",1406.0,901.0,859,911,4.2,34.0,https://img.bbystatic.com/BestBuy_US/images/products/5712/5712448_sa.jpg,https://api.bestbuy.com/click/-/5712448/pdp
2017_09_07,5768600,Samsung,"Samsung - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1443.0,971.0,1115,1093,4.7,279.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768600_sa.jpg,https://api.bestbuy.com/click/-/5768600/pdp
2017_09_07,6422016,Samsung,"Samsung - 40"" Class (40"" Diag.) - LED - 1080p - Smart - HDTV",1496.0,751.0,524,637,4.6,5857.0,https://img.bbystatic.com/BestBuy_US/images/products/6422/6422016_sa.jpg,https://api.bestbuy.com/click/-/6422016/pdp
2017_09_07,5768720,Samsung,"Samsung - 49"" Class (48.5"" Diag.) - LED - 1080p - Smart - HDTV",1504.0,1248.0,939,1089,4.8,69.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768720_sa.jpg,https://api.bestbuy.com/click/-/5768720/pdp
2017_09_07,5746201,Sharp,"Sharp - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",1524.0,1450.0,1662,1569,3.3,7.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746201_sa.jpg,https://api.bestbuy.com/click/-/5746201/pdp
2017_09_07,5773708,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - Curved - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1584.0,1119.0,1300,1254,4.7,216.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773708_sa.jpg,https://api.bestbuy.com/click/-/5773708/pdp
2017_09_07,5844904,Samsung,"Samsung - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1585.0,1326.0,1579,1477,4.7,29.0,https://img.bbystatic.com/BestBuy_US/images/products/5844/5844904_sa.jpg,https://api.bestbuy.com/click/-/5844904/pdp
2017_09_07,5773704,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - Curved - 2160p - Smart - 4K Ultra HD TV",1624.0,1397.0,1490,1456,4.7,202.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773704_sa.jpg,https://api.bestbuy.com/click/-/5773704/pdp
2017_09_07,5723390,LG,"LG - 24"" Class (23.8"" Diag.) - LED - 720p - Smart - HDTV",1692.0,1830.0,2089,1962,4.6,212.0,https://img.bbystatic.com/BestBuy_US/images/products/5723/5723390_sa.jpg,https://api.bestbuy.com/click/-/5723390/pdp
2017_09_07,5900138,Sony,"Sony - 60"" Class (60"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",1866.0,1276.0,1554,1457,4.0,1.0,https://img.bbystatic.com/BestBuy_US/images/products/5900/5900138_sa.jpg,https://api.bestbuy.com/click/-/5900138/pdp
2017_09_07,5748205,Sony,"Sony - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",1914.0,1455.0,1402,1449,4.7,153.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748205_sa.jpg,https://api.bestbuy.com/click/-/5748205/pdp
2017_09_07,4801501,Sony,"Sony - 48"" Class (47.6"" Diag.) - LED - 1080p - Smart - HDTV",1925.0,1561.0,1672,1660,4.4,1029.0,https://img.bbystatic.com/BestBuy_US/images/products/4801/4801501_sa.jpg,https://api.bestbuy.com/click/-/4801501/pdp
2017_09_07,5792901,LG,"LG - 55"" Class (54.6"" Diag.) - LED - 1080p - Smart - HDTV",2011.0,2228.0,2171,2154,4.6,212.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792901_sa.jpg,https://api.bestbuy.com/click/-/5792901/pdp
2017_09_07,5803109,LG,"LG - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - HDTV",2013.0,1090.0,969,1067,4.8,48.0,https://img.bbystatic.com/BestBuy_US/images/products/5803/5803109_sa.jpg,https://api.bestbuy.com/click/-/5803109/pdp
2017_09_07,5875644,Sony,"Sony - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",2051.0,1477.0,1700,1639,4.6,27.0,https://img.bbystatic.com/BestBuy_US/images/products/5875/5875644_sa.jpg,https://api.bestbuy.com/click/-/5875644/pdp
2017_09_07,4904601,VIZIO,"VIZIO - 24"" Class (23.54"" Diag.) - LED - 1080p - Smart - HDTV",2074.0,2153.0,1146,1444,4.5,1319.0,https://img.bbystatic.com/BestBuy_US/images/products/4904/4904601_sa.jpg,https://api.bestbuy.com/click/-/4904601/pdp
2017_09_07,5607100,Westinghouse,"Westinghouse - 50"" Class (49.5"" Diag.) - LED - 1080p - Smart - HDTV",2188.0,1904.0,1595,1736,4.2,637.0,https://img.bbystatic.com/BestBuy_US/images/products/5607/5607100_sa.jpg,https://api.bestbuy.com/click/-/5607100/pdp
2017_09_07,5773847,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - Curved - 2160p - Smart - 4K Ultra HD TV",2240.0,2590.0,2831,2695,4.7,123.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773847_sa.jpg,https://api.bestbuy.com/click/-/5773847/pdp
2017_09_07,5247402,Westinghouse,"Westinghouse - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",2346.0,2613.0,2453,2495,4.2,212.0,https://img.bbystatic.com/BestBuy_US/images/products/5247/5247402_sa.jpg,https://api.bestbuy.com/click/-/5247402/pdp
2017_09_07,5748204,Sony,"Sony - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2372.0,1456.0,1732,1659,4.6,220.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748204_sa.jpg,https://api.bestbuy.com/click/-/5748204/pdp
2017_09_07,5875626,Sony,"Sony - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",2374.0,1814.0,2217,2067,4.3,12.0,https://img.bbystatic.com/BestBuy_US/images/products/5875/5875626_sa.jpg,https://api.bestbuy.com/click/-/5875626/pdp
2017_09_07,5774200,Samsung,"Samsung - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2430.0,1757.0,1970,1931,4.6,123.0,https://img.bbystatic.com/BestBuy_US/images/products/5774/5774200_sa.jpg,https://api.bestbuy.com/click/-/5774200/pdp
2017_09_07,5871010,Samsung,"Samsung - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - HDTV",2438.0,1825.0,2182,2055,5.0,1.0,https://img.bbystatic.com/BestBuy_US/images/products/5871/5871010_sa.jpg,https://api.bestbuy.com/click/-/5871010/pdp
2017_09_07,5763433,LG,"LG - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2449.0,1519.0,1804,1733,4.7,41.0,https://img.bbystatic.com/BestBuy_US/images/products/5763/5763433_sa.jpg,https://api.bestbuy.com/click/-/5763433/pdp
2017_09_07,5773701,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2525.0,1722.0,1779,1810,4.7,240.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773701_sa.jpg,https://api.bestbuy.com/click/-/5773701/pdp
2017_09_07,5792908,LG,"LG - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2679.0,2344.0,2634,2532,4.6,21.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792908_sa.jpg,https://api.bestbuy.com/click/-/5792908/pdp
2017_09_07,5900135,Sony,"Sony - 70"" Class (69.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",2685.0,2854.0,2856,2860,4.0,2.0,https://img.bbystatic.com/BestBuy_US/images/products/5900/5900135_sa.jpg,https://api.bestbuy.com/click/-/5900135/pdp
2017_09_07,5763400,LG,"LG - 55"" Class (54.6"" Diag.) - OLED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2879.0,1836.0,1862,1916,4.9,130.0,https://img.bbystatic.com/BestBuy_US/images/products/5763/5763400_sa.jpg,https://api.bestbuy.com/click/-/5763400/pdp
2017_09_07,5327500,Sharp,"Sharp - 55"" Class (54.6"" Diag.) - LED - 1080p - Smart - HDTV Roku TV",2954.0,4210.0,3426,3656,4.5,933.0,https://img.bbystatic.com/BestBuy_US/images/products/5327/5327500_sa.jpg,https://api.bestbuy.com/click/-/5327500/pdp
2017_09_07,5733300,Toshiba,"Toshiba - 50"" Class (49.5"" Diag.) - LED - 2160p - with Chromecast Built-in - 4K Ultra HD TV",2965.0,2802.0,2034,2294,4.7,13.0,https://img.bbystatic.com/BestBuy_US/images/products/5733/5733300_sa.jpg,https://api.bestbuy.com/click/-/5733300/pdp
2017_09_07,5935300,LG,"LG - 55"" Class (54.6"" Diag.) - OLED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",2967.0,2647.0,2879,2803,4.8,23.0,https://img.bbystatic.com/BestBuy_US/images/products/5935/5935300_sa.jpg,https://api.bestbuy.com/click/-/5935300/pdp
2017_09_07,5792905,LG,"LG - 60"" Class (59.9"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3001.0,1713.0,1689,1773,4.7,22.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792905_sa.jpg,https://api.bestbuy.com/click/-/5792905/pdp
2017_09_07,5772800,LG,"LG - 65"" Class (64.5"" Diag.) - OLED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3043.0,3195.0,4150,3714,4.8,19.0,https://img.bbystatic.com/BestBuy_US/images/products/5772/5772800_sa.jpg,https://api.bestbuy.com/click/-/5772800/pdp
2017_09_07,5763359,LG,"LG - 65"" Class (64.5"" Diag.) - OLED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3092.0,2255.0,2084,2171,4.8,171.0,https://img.bbystatic.com/BestBuy_US/images/products/5763/5763359_sa.jpg,https://api.bestbuy.com/click/-/5763359/pdp
2017_09_07,5875600,Sony,"Sony - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",3098.0,2260.0,2708,2570,4.9,24.0,https://img.bbystatic.com/BestBuy_US/images/products/5875/5875600_sa.jpg,https://api.bestbuy.com/click/-/5875600/pdp
2017_09_07,5758301,Samsung,"Samsung - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3141.0,2707.0,3050,2942,4.7,46.0,https://img.bbystatic.com/BestBuy_US/images/products/5758/5758301_sa.jpg,https://api.bestbuy.com/click/-/5758301/pdp
2017_09_07,5748201,Sony,"Sony - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3193.0,2362.0,2702,2615,4.8,132.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748201_sa.jpg,https://api.bestbuy.com/click/-/5748201/pdp
2017_09_07,5865905,Hisense,"Hisense - 39"" Class (38.5"" Diag.) - LED - 1080p - Smart - HDTV",3208.0,3124.0,3216,3225,4.8,4.0,https://img.bbystatic.com/BestBuy_US/images/products/5865/5865905_sa.jpg,https://api.bestbuy.com/click/-/5865905/pdp
2017_09_07,5792902,LG,"LG - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3297.0,1567.0,1865,1820,4.6,16.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792902_sa.jpg,https://api.bestbuy.com/click/-/5792902/pdp
2017_09_07,5712157,Sharp,"Sharp - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",3343.0,1706.0,1449,1617,4.6,5.0,https://img.bbystatic.com/BestBuy_US/images/products/5712/5712157_sa.jpg,https://api.bestbuy.com/click/-/5712157/pdp
2017_09_07,5770946,Sony,"Sony - 65"" Class (64.5"" Diag.) - OLED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3374.0,2606.0,3089,2940,4.9,80.0,https://img.bbystatic.com/BestBuy_US/images/products/5770/5770946_sa.jpg,https://api.bestbuy.com/click/-/5770946/pdp
2017_09_07,5748210,Sony,"Sony - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",3376.0,3414.0,3370,3416,4.7,47.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748210_sa.jpg,https://api.bestbuy.com/click/-/5748210/pdp
2017_09_07,4613600,Samsung,"Samsung - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - HDTV",3400.0,2818.0,2466,2646,4.6,3608.0,https://img.bbystatic.com/BestBuy_US/images/products/4613/4613600_sa.jpg,https://api.bestbuy.com/click/-/4613600/pdp
